Field_1,Field_2,apol,a_heavy,a_hyd,a_IC,a_ICM,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_single,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,logP(o/w),logS,mr,PEOE_VSA_HYD,PEOE_VSA_POS,Q_VSA_HYD,Q_VSA_POS,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,AM1_dipole,AM1_E,AM1_Eele,AM1_HF,AM1_HOMO,AM1_IP,AM1_LUMO,ASA,ASA_H,dens,E,E_ang,E_ele,E_nb,E_sol,E_stb,E_str,E_strain,E_tor,E_vdw,MNDO_dipole,MNDO_E,MNDO_Eele,MNDO_HF,MNDO_HOMO,MNDO_IP,MNDO_LUMO,npr1,npr2,PM3_dipole,PM3_E,PM3_Eele,PM3_HF,PM3_HOMO,PM3_IP,PM3_LUMO,pmi,pmi1,pmi2,pmi3,pro_app_charge,rgyr,std_dim1,std_dim2,vol,VSA,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_Wp1,vsurf_Wp2,pmiX,pmiY
5.0180000E+04,ClCCN(P1(OCCCN1)=O)CCCl,3.4115894E+07,1.4000000E+01,9.0000000E+00,5.6626606E+07,1.9526416E+07,2.5305240E+06,-2.6953149E+07,-0.14650893,0.045266349,2.6896875E+07,-2.7786746E+07,-0.28406602,0.47934812,2.7187634E+07,-2.4171429E+07,0.072576843,0.42089275,2.9812558E+07,3.0232105E+07,2.9000000E+01,1.0441311E+07,1.0322886E+07,4.9497476E+07,4.9497476E+07,6.7264919E+07,7.2445168E+07,2.0000000E+00,2.0000000E+00,1.0317698E+07,7.0000000E+00,0.0000000E+00,-0.78009772,-0.33680665,-0.11473365,2.4908772E+07,-1.2994039E+07,-0.33132139,0.2152456,2.5154672E+07,-0.5176155,-0.12309897,0.21845472,2.7479525E+07,1.2071428E+07,5.7777777E+07,3.2727273E+07,1.6478851E+07,8.0783739E+07,4.6596522E+07,9.5087376E+07,-0.046,-0.70815003,6.1461792E+07,2.1764578E+07,1.5087767E+07,2.3818452E+07,2.3818452E+07,0.81379998,3.6524284E+07,0.0000000E+00,6.9216304E+07,1.1461187E+07,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,1.8868406E+07,8.9880836E+07,5.8504701E+07,2.9355396E+07,0.0000000E+00,1.4090521E+07,0.0000000E+00,0.0000000E+00,1.8868406E+07,1.1461187E+07,8.9880836E+07,41.57,0.59167278,4.8073549E+07,2.6230302E+07,7.3307981E+07,2.3818452E+07,2.3839523E+07,2.0395109E+07,0.0000000E+00,0.0000000E+00,7.7478561E+07,1.9416878E+07,1.5872779E+07,2.8142965E+07,2.6108899E+07,3.0100000E+02,1.9000000E+01,6.4000000E+01,4.8998408E+07,-6.4903504E+07,-281355.5,2.2396426E+07,-9.6004801E+07,1.0537720E+06,-5.9483600E+05,3.9066556E+07,3.9066556E+07,1.3395181E+07,4.5315134E+07,2.2798413E+07,-5.0461098E+07,1.4232077E+07,-1.3332541E+07,-1.0051759E+07,9.1152191E+07,4.7979514E+07,1.7460001E+07,1.9278186E+07,0.94695777,-64709.75,-278980.91,2.3346838E+07,-9.9386196E+07,1.0263030E+06,-6.3303599E+07,0.31077191,0.68922806,6.9050479E+07,-5.7302336E+07,-263955.03,1.9926559E+07,-8.7263203E+07,8.1319103E+07,-4.9851699E+07,2.2136643E+07,6.8794470E+06,1.5257196E+07,2.2136643E+07,,2.9999616E+07,2.4412827E+07,1.4459969E+07,1.8362500E+05,2.0725203E+07,2.1907449E+07,0.099611089,2.7520943E+07,1.6116949E+07,1.0394145E+07,0.67548442,5.4862500E+05,286.25,2.3537500E+05,210.5,1.8300000E+02,128.25,35.75,2.7729000E+04,5.0497522E+07,-1.9756327E+07,-1.9441320E+06,-1.9408425E+07,-6.0393333E+07,-5.8258023E+07,-5.7944579E+07,1.2563404E+07,1.8887500E+05,2.3687500E+05,2.2412500E+05,0.096793346,0.75061846,0.80685067,0.67563885,0.65159392,0.79590797,1.8509111E+07,2.8871121E+07,0.096212655,0.68491882,1.1915436E+07,1.2714781E+07,3.6257016E+07,4.6100000E+02,8.3537500E+05,4.2912500E+05,2.4812500E+05,646.5,192.25,1.4202037E+07,7.9346057E+07
5.0237000E+04,OC1(CCC2C3C(C4(C(=CC(=O)CC4)CC3)C)C(O)CC12C)C(=O)CO,6.0973789E+07,2.6000000E+01,1.9000000E+01,7.4156853E+07,1.3242295E+07,1.6778669E+07,-2.9384470E+06,-0.53031886,0.5170567,2.9807618E+07,-2.9096453E+07,-0.49202126,0.48807678,3.0161693E+07,-2.6915214E+07,-0.37206146,0.67249793,3.2219138E+07,3.4712212E+07,5.6000000E+01,1.8905413E+07,1.5701743E+07,1.3543606E+07,1.3905413E+07,1.2170505E+07,9.9570475E+07,8.7507658E+07,9.2313471E+07,0.82953542,1.2000000E+01,0.0000000E+00,-0.80083954,-0.39306736,0.024856439,3.3575065E+07,-0.9457643,-0.36140192,-0.0054867743,3.4006410E+06,-0.53920513,-0.23374221,0.14542703,3.5783954E+07,1.9322235E+07,4.5809000E+04,2.4860198E+07,1.7419827E+07,5.6102409E+07,2.2246342E+07,3.7588236E+07,1.0140001E+07,-2.9347701E+07,9.6206436E+07,2.1103606E+07,2.3934451E+07,3.0938766E+07,3.0938766E+07,1.7816000E+04,7.6155678E+07,1.1375222E+07,5.4193081E+07,2.0926258E+07,1.3232388E+07,3.1855750E+06,0.0000000E+00,1.7643185E+07,1.3207884E+07,6.6652031E+07,9.5142403E+07,4.7724434E+07,7.6155678E+07,1.3232388E+07,9.6542244E+07,0.0000000E+00,1.4972202E+07,3.2301479E+07,6.6652031E+07,9.4830002E+07,0.42228913,5.8579812E+07,3.1649306E+07,9.1329422E+07,3.0938766E+07,4.0049646E+07,2.7133842E+07,0.0000000E+00,0.0000000E+00,0.0000000E+00,2.2463600E+05,1.6917038E+07,6.7834602E+07,3.6246600E+05,1.4250000E+03,5.9000000E+01,1.5400000E+02,5.1207066E+07,-9.8234039E+07,-605960.25,6.0744092E+07,-8.4336500E+05,8.4336500E+05,-3.7969401E+07,4.9764432E+07,4.9764432E+07,1.1545647E+07,3.0360310E+06,4.5341141E+07,1.9607895E+07,2.4650947E+07,-2.2777550E+06,-6.4792747E+07,1.1113819E+07,2.9704299E+07,1.2865952E+07,2.4454868E+07,8.7521801E+07,-9.8416273E+07,-598926.88,4.7648566E+07,-8.3335304E+07,8.3335304E+07,-3.4930401E+07,0.1161008,0.88389921,6.2053595E+07,-9.0588539E+07,-5.6053100E+05,5.2551453E+07,-8.8334503E+07,8.8334503E+07,-2.1417401E+07,5.6382744E+07,6.5460815E+07,4.9836660E+06,5.6382744E+07,,4.1196117E+07,3.7569351E+07,1.3943797E+07,287.75,2.8938016E+07,5.1701727E+07,0.040467355,2.9852159E+07,2.5686302E+07,1.8190249E+07,1.1683359E+07,542.25,310.5,2.2300000E+02,1.8762500E+05,1.5612500E+05,1.2900000E+02,82.5,44.5,0.5,-2.3909826E+07,-2.3442905E+07,-2.3226187E+07,-6.7976909E+07,-6.6861272E+07,-6.6217012E+07,1.2745428E+07,5.3137500E+05,688.25,5.0787500E+05,0.18587609,2.0004170E+06,1.9753518E+07,2.0660765E+07,2.2968600E+05,2.4851575E+07,2.5941224E+07,2.0290303E+07,0.35829437,1.1312311E+07,1.8911176E+07,1.3958739E+07,4.5625540E+06,6.3687500E+05,1.3576250E+06,9.2262500E+05,5.3212500E+05,826.25,2.3437500E+05,4.9835552E+07,6.5471899E+07
5.0282000E+04,OC1CCC2C3C(CCC12C)c1c(cc(O)cc1)CC3,4.9287033E+07,2.0000000E+01,1.8000000E+01,5.3117241E+07,1.2072101E+07,1.5684366E+07,-2.8853424E+07,-0.57724309,0.62703317,2.9270682E+07,-2.8037889E+07,-0.54807258,0.60339248,3.0056038E+07,-2.6303475E+07,-0.46108723,0.7343992,3.1789525E+07,2.6236967E+07,4.1000000E+01,1.3905413E+07,1.2178520E+06,1.1284093E+07,1.1905413E+07,9.5931721E+07,8.0926313E+07,7.6108260E+06,8.4384718E+07,0.76681226,1.0000000E+01,0.0000000E+00,-0.80335909,-0.39791432,0.071031623,3.1078901E+07,-0.88360137,-0.30639267,0.086227879,3.2065091E+07,-0.53566217,-0.24061581,0.16568822,3.3431427E+07,1.3648394E+07,2.7485000E+04,1.9608401E+07,1.2061310E+06,4.1687865E+07,1.7122431E+07,2.5140512E+07,3.8510001E+07,-4.2183900E+05,7.9002476E+07,2.1321156E+07,1.7941907E+07,2.2677847E+07,2.2677847E+07,3.6091700E+05,5.0770454E+07,0.0000000E+00,6.4686494E+07,0.0000000E+00,1.5192742E+07,1.8868406E+07,4.4107962E+07,5.2929554E+07,9.4342026E+07,3.8569443E+07,7.8730602E+07,0.0000000E+00,5.0770454E+07,8.8215923E+07,2.2494022E+07,0.0000000E+00,1.6613998E+07,0.0000000E+00,3.3326015E+07,4.0459999E+07,0.51481563,5.5235620E+06,2.9578810E+06,8.3559732E+07,2.2677847E+07,3.2367245E+07,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,1.9964464E+07,0.0000000E+00,2.7133842E+07,2.7238800E+05,7.2400000E+02,3.9000000E+01,1.1800000E+02,6.1698666E+07,-6.7175367E+07,-372790.69,7.4814313E+07,-9.7140398E+07,9.7140398E+07,-3.4393001E+07,4.3653256E+07,4.3653256E+07,1.0038260E+06,3.0226813E+07,1.8743451E+07,0.92907256,6.2801800E+05,4.4767423E+07,4.5478258E+07,3.7314510E+06,2.5115480E+06,1.0169486E+07,6.1872726E+07,6.3101926E+07,-6.7160484E+07,-371403.81,7.1430396E+07,-9.1702003E+07,9.1702003E+07,-2.9861200E+05,0.12976424,0.87023574,0.39155331,-6.2092297E+07,-3.5830900E+05,6.1812073E+07,-9.5145197E+07,9.5145197E+07,-3.8298600E+05,3.2884087E+07,4.2671786E+07,2.8616909E+07,3.2884087E+07,,3.6399508E+07,3.2854049E+07,1.3241420E+06,247.25,2.5067494E+07,1.6965793E+07,0.16421621,2.9047086E+07,2.2760170E+06,1.2101452E+07,0.56317347,617.5,3.5900000E+02,264.75,230.5,198.25,1.6512500E+05,9.8375000E+04,51.5,0.5,-2.1993501E+07,-2.1740708E+07,-2.1736503E+07,-4.3869586E+07,-4.3653398E+07,-4.3066311E+07,1.2205621E+07,3.6200000E+02,430.75,2.4537500E+05,0.011930586,0.60845774,0.58854681,0.60500962,0.66054869,0.7414301,0.84279484,0.92000943,0.34518152,0.76263636,1.0931414E+07,1.3962206E+07,4.0090372E+07,559.75,1.0428750E+06,5.7562500E+05,2.5037500E+05,6.8087500E+05,1.4487500E+05,2.8615615E+07,4.2684723E+07
5.0293000E+04,Clc1ccc(cc1)C(C(Cl)(Cl)Cl)c1ccc(Cl)cc1,4.1541138E+07,1.9000000E+01,1.8000000E+01,4.1164005E+07,1.4701430E+06,2.0474043E+07,-2.4301989E+07,-0.64546198,0.70077318,2.4955864E+07,-2.3458681E+07,-0.53807992,0.82030278,2.5972300E+05,-2.1497877E+07,-0.49986199,0.85431087,2.7763186E+07,1.1938863E+07,1.7000000E+01,1.4043606E+07,1.3365620E+06,7.6961522E+07,9.0436058E+07,8.8760290E+06,7.3434935E+07,4.5087600E+05,6.2213283E+07,0.99853957,1.0000000E+01,0.0000000E+00,-0.74362826,-0.38494739,0.08124242,2.4048686E+07,-0.71167558,-0.26386139,0.48263279,2.5899475E+07,-0.46009654,-0.21605732,0.4253,2.7211123E+07,15.39,6.1854935E+07,3.9861591E+07,1.7275013E+07,6.9886742E+07,4.5266442E+07,6.3541808E+07,6.5030799E+07,-6.9387102E+07,8.3975449E+07,2.9004282E+07,7.4482010E+06,2.9004282E+07,2.9004282E+07,6.4955001E+07,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,6.3711500E+05,0.0000000E+00,1.1412009E+07,1.4114548E+07,0.0000000E+00,1.9574323E+07,8.5037003E+07,0.0000000E+00,0.0000000E+00,0.0000000E+00,1.7783159E+07,0.0000000E+00,1.4114548E+07,0.0000000E+00,1.9574323E+07,0.0000000E+00,0.5023343,5.3219280E+06,2.9692292E+07,8.2199469E+07,2.9004282E+07,3.4592419E+07,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,2.9004282E+07,0.0000000E+00,0.0000000E+00,3.5449100E+05,6.7800000E+02,2.8000000E+01,9.8000000E+01,6.2622609E+07,-8.3986703E+07,-416743.09,4.7145370E+06,-8.6660299E+07,1.1348730E+06,-6.7066898E+07,4.5541217E+07,4.5541217E+07,1.3420845E+07,7.3422461E+07,1.6504573E+07,6.8507552E+07,4.1872357E+07,0.14390762,-2.9931599E+07,1.7938689E+07,6.9154950E+06,1.0000000E+00,4.1187283E+07,0.26321283,-8.1706094E+07,-408553.69,4.5023096E+07,-9.6952295E+07,1.1220830E+06,-6.3740101E+07,0.32093284,0.67906719,6.1665335E+07,-7.4420844E+07,-412339.5,3.6975940E+06,-8.2881603E+07,1.1341410E+06,-6.7582002E+07,4.7253955E+07,1.5165345E+07,3.2088611E+07,4.7253955E+07,,3.6986735E+07,2.8376350E+06,1.7758771E+07,2.5737500E+05,2.5529453E+07,0.23070954,0.0000000E+00,2.7186577E+07,2.0468569E+07,0.48372537,0.0000000E+00,1.0521250E+06,634.5,4.5637500E+05,3.7912500E+05,339.75,304.25,211.25,1.2600000E+02,0.70710677,-2.7391458E+07,-2.7152259E+07,-2.7092028E+07,-1.8911457E+07,-1.8672260E+06,-1.8612028E+07,1.2221392E+07,151.75,1.2500000E+02,3.6125000E+04,0.0000000E+00,0.2241918,0.10013168,0.23070954,0.47315395,0.57913518,0.57816607,0.12093725,0.21528149,0.32027569,0.69073671,1.4458504E+07,4.3157993E+07,6.2400000E+02,1033.5,4.2462500E+05,70.25,881.75,2.9962500E+05,3.2088611E+07,1.5165345E+07
5.0328000E+04,c12c3c4ccc1c1c(cc2ccc3ccc4)cccc1,4.3201515E+07,2.0000000E+01,2.0000000E+01,3.0541887E+07,0.95443398,1.4991341E+07,-2.2796240E+06,-0.71029145,0.75179678,2.2356565E+07,-2.0352588E+07,-0.58833981,0.87142956,2.4893909E+07,-1.8954462E+07,-0.5410732,0.9314872,2.6325724E+07,1.3118484E+07,1.2000000E+01,1.3104083E+07,1.0928204E+07,1.0928204E+07,1.3104083E+07,9.9158163E+07,6.9700847E+07,6.9700847E+07,9.9158163E+07,0.70950943,9.0000000E+00,0.0000000E+00,-0.75226212,-0.43064556,0.10572719,2.5999384E+07,-0.54011166,-0.28531483,0.19993119,2.8361917E+07,-0.39735118,-0.22387303,0.2415842,2.9710069E+07,1.2534722E+07,2.7485000E+04,1.8208264E+07,8.1248331E+07,3.0010989E+07,1.1289600E+05,1.2191714E+07,6.1690001E+07,-8.3479004E+07,8.2181606E+07,2.0737025E+07,2.0737025E+07,2.0737025E+07,2.0737025E+07,5.7371998E+07,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,2.3230193E+07,0.0000000E+00,0.0000000E+00,8.7651997E+07,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,2.0583715E+07,2.1171822E+07,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.52936089,5.5849624E+07,2.8019474E+07,8.3827944E+07,2.0737025E+07,3.3857196E+07,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,2.0737025E+07,0.0000000E+00,0.0000000E+00,2.5231599E+07,6.8000000E+02,4.0000000E+01,1.2000000E+02,1.8069316E+07,-58281.34,-349101.41,8.5810834E+07,-9.5259104E+07,9.5259104E+07,-3.8981800E+05,4.3841577E+07,4.3841577E+07,0.91906261,1.4628241E+07,0.00071395963,-1.7763568E-08,2.6574690E+06,4.1783671E+07,-0.23385693,1.1994086E+07,8.2012810E+06,1.9984014E-06,2.6574690E+06,1.3136110E+06,-5.8160461E+07,-347398.09,8.3361841E+07,-8.9606504E+07,8.9606504E+07,-3.4072900E+05,0.22450605,0.77549398,1.6422487E+07,-5.3932637E+07,-340179.06,7.8569067E+07,-9.2790699E+07,9.2790699E+07,-3.9770200E+05,2.5795894E+07,5.7913342E+07,2.0004559E+07,2.5795894E+07,,3.2769568E+07,2.8857582E+07,1.5526899E+07,2.6137500E+05,2.4867291E+07,0.1116557,0.0000000E+00,2.6506696E+07,1.3867751E+07,0.32038292,0.0000000E+00,8.6587500E+05,4.8900000E+02,3.7662500E+05,3.4637500E+05,3.1287500E+05,259.75,1.3062500E+05,6.8875000E+04,2.1213202E+07,-2.3691163E+07,-2.3686342E+07,-2.3604164E+07,-1.5211164E+07,-1.5206342E+07,-1.5124165E+07,1.1792572E+07,1.3837500E+05,8.6875000E+04,4.2875000E+04,0.0000000E+00,0.042968612,0.065300062,0.1116557,0.12061996,0.094447985,0.057555743,0.29423204,0.022700081,0.086363681,0.66608214,1.4829593E+07,4.0788376E+07,6.0487500E+05,8.3812500E+05,246.75,38.75,699.75,1.5987500E+05,1.9390328E+07,6.4055640E+06
5.0442000E+04,Sc1ncnc2nc[nH]c12,1.8767172E+07,1.0000000E+01,2.0000000E+00,2.5693329E+07,1.8352377E+07,2.0757287E+07,-2.0108747E+07,-0.62905204,0.81479096,2.1068482E+07,-1.9361920E+06,-0.65447849,0.84257323,2.2260280E+06,-1.6767455E+07,-0.4220688,1.0728951E+07,2.4385266E+07,1.1272828E+07,5.0000000E+00,6.9746914E+07,5.8379822E+07,2.6547005E+07,3.1462643E+07,4.8770099E+07,3.1549125E+07,0.5,0.66666669,0.95759654,4.0000000E+00,0.0000000E+00,-0.82922643,-0.46979254,0.19797844,1.9505928E+07,-0.79587799,-0.40763238,0.24957073,2.0397592E+07,-0.43723372,-0.17135409,0.41574714,2.2689543E+07,6.6942148E+07,2.5599999E+07,4.3070000E+04,5.0585737E+07,1.8667142E+07,0.79298228,0.94429111,0.24206001,-2.8011799E+07,3.9412851E+07,5.7950237E+07,7.6146759E+07,1.3026158E+07,1.3026158E+07,0.64160001,0.0000000E+00,5.0356590E+06,1.6785530E+06,0.0000000E+00,0.0000000E+00,1.1219065E+07,0.0000000E+00,3.7430504E+07,4.6107109E+07,0.0000000E+00,3.8936701E+07,0.0000000E+00,5.0356590E+06,1.7907436E+07,0.0000000E+00,3.8594465E+07,3.3571060E+06,0.0000000E+00,4.6107109E+07,9.3260002E+07,0.76016748,4.4594316E+07,1.9512278E+07,6.3517823E+07,1.3026158E+07,1.5470921E+07,1.1365152E+07,0.0000000E+00,0.0000000E+00,0.0000000E+00,1.5375164E+07,9.2156113E+07,2.2730305E+07,1.5218100E+05,1.0500000E+02,1.2000000E+01,5.2000000E+01,3.8525653E+07,-3.8083422E+07,-153446.67,3.1187067E+07,-1.0001890E+06,1.0001890E+06,-3.3539901E+07,2.9534763E+07,2.9534763E+07,1.1676768E+07,1.0083976E+07,6.7271709E+07,-2.4158478E+07,-1.9963535E+07,-1.2349229E+07,5.1492949E+07,1.0892683E+07,1.1554198E+07,3.1974423E-07,4.1949434E+07,3.4369702E+07,-3.8890523E+07,-155246.91,2.7376920E+06,-1.0589590E+06,1.0589590E+06,-3.1213200E+05,0.39221725,0.60778272,2.9329436E+07,-3.2677611E+07,-145241.41,2.8958960E+06,-1.0114290E+06,1.0114290E+06,-3.5795701E+07,7.1238177E+07,2.7940842E+07,4.3297336E+07,7.1238177E+07,,2.1928406E+07,1.6493357E+07,1.3042846E+07,1.2687500E+05,1.4661562E+07,1.3870510E+06,0.086944245,3.2352118E+07,2.7513287E+07,2.0708582E+07,0.92644405,3.5812500E+05,204.5,1.5100000E+02,120.25,9.3125000E+04,7.0375000E+04,45.25,31.75,0.70710677,-2.4587286E+07,-2.4129004E+07,-2.4046180E+06,-6.1614361E+07,-6.1184182E+07,-6.0860062E+07,1.1377350E+06,308.25,4.0837500E+05,3.0212500E+05,0.1933472,0.21431801,0.27678689,0.33867219,0.54190379,0.6958822,0.79406875,0.75339937,0.50008959,0.4851566,0.56816447,1.2630664E+07,2.6572235E+07,3.3562500E+05,844.75,564.75,3.1400000E+02,536.5,1.5637500E+05,4.2292502E+07,2.8945676E+07
5.0555000E+04,O(C)C1C(OC(=O)C)C2C(CC1OC(=O)c1cc(OC)c(OC)c(OC)c1)CN1C(C2)c2[nH]c3cc(OC)ccc3c2CC1,9.4169724E+07,4.4000000E+01,3.1000000E+01,1.2708321E+07,1.5128953E+07,1.1709208E+07,-2.8971610E+06,-0.55404556,0.47984958,2.8917990E+06,-2.9362791E+07,-0.47631437,0.55634099,2.8795862E+07,-2.6559541E+07,-0.3363882,0.63377398,3.1251407E+07,6.1696281E+07,7.1000000E+01,3.1120228E+07,2.6007835E+07,2.1386387E+07,2.2886023E+07,2.1290289E+07,1.4931534E+07,9.1595373E+07,1.0959493E+07,0.82662052,2.0000000E+01,0.0000000E+00,-0.85639006,-0.42192662,-0.054629605,3.2449803E+07,-0.93364292,-0.3283174,0.094089702,3.2768242E+07,-0.52705812,-0.20482388,0.12115416,3.4827020E+06,3.3884216E+07,1.4631945E+07,6.6867604E+07,2.8163769E+07,1.2107005E+07,5.5155711E+07,7.7495203E+07,3.5699601E+07,-5.6726599E+07,1.6218285E+07,4.6511856E+07,4.9232703E+07,5.4487823E+07,5.4487823E+07,4.4090700E+05,4.3999550E+06,1.8615242E+07,9.3053360E+06,3.6879158E+07,4.1811707E+07,1.9578775E+07,0.0000000E+00,9.2933022E+07,4.1718781E+07,5.4299728E+07,1.6084620E+06,8.0724098E+07,4.7123867E+07,2.5607122E+07,5.3489525E+07,4.7171016E+07,1.4482114E+07,5.2370083E+07,2.1024536E+07,117.78,0.28902414,6.6147099E+07,3.9944298E+07,1.0636899E+07,5.4487823E+07,6.8758032E+07,3.9652622E+07,0.0000000E+00,0.0000000E+00,5.6825762E+07,4.6511856E+07,3.4424511E+07,4.5335197E+07,6.0868799E+07,6.9440000E+03,8.4000000E+01,2.4200000E+02,0.0000000E+00,,,,,,,9.0746320E+06,9.0746320E+06,1.0381150E+06,5.5153540E+06,1.1301476E+07,1.6907629E+07,1.7964040E+06,-1.2357310E+06,2.8260248E+07,2.2585796E+07,4.4980530E+06,4.7620006E+07,1.6273277E+07,0.0000000E+00,,,,,,,0.11188766,0.88811237,0.0000000E+00,,,,,,,2.5926836E+07,2.9008931E+07,2.3025943E+07,2.5926836E+07,,6.7539830E+06,6.3579621E+07,2.2375243E+07,547.5,5.7062579E+07,4.1697655E+07,0.15600711,2.4757576E+07,1.8425229E+07,1.1872709E+07,0.36705667,1.2831250E+06,802.75,610.75,5.0100000E+02,4.1162500E+05,2.7700000E+02,188.25,129.75,0.70710677,-2.2451460E+06,-2.2290862E+07,-2.2081990E+06,-5.6052942E+07,-5.5831757E+07,-5.5083575E+07,1.5058844E+07,4.4100000E+02,5.7600000E+02,4.2537500E+05,0.023203593,1.0036255E+07,0.84604514,0.86260563,1.2897869E+07,1.6336311E+07,2.0778365E+07,1.3412734E+07,0.36490846,1.0410314E+07,1.7614013E+07,1.4705228E+07,8.3516217E+07,1.2281250E+06,1.7588750E+06,9.9362500E+05,444.25,1.3178750E+06,4.1762500E+05,1.8218912E+07,7.7079248E+07
