SEQ	IDW	MIDW	W	ID	HV	HD	IC_BAR	MAX_IC	I_ORB	MAX_ORB	M1	M2	IC0	IC1	IC2	IC3	IC4	IC5	IC6	SIC0	SIC1	SIC2	SIC3	SIC4	SIC5	SIC6	CIC0	CIC1	CIC2	CIC3	CIC4	CIC5	CIC6	S0	S1	S2	S3	S4	S5	S6	SC3	SC4	SC5	SC6	SCY3	SCY4	SCY5	SCY6	SPC4	SPC5	SPC6	B0	B1	B2	B3	B4	B5	B6	BC3	BC4	BC5	BC6	BCY4	BCY5	BCY6	BPC4	BPC5	BPC6	V0	V1	V2	V3	V4	V5	V6	VC3	VC4	VC5	VC6	VCY3	VCY4	VCY5	VCY6	VPC4	VPC5	VPC6	K0	K1	K2	K3	K4	K5	K6	K7	K8	K9	K10	J	JB	JX	JY	NVX	NRINGS	NCIRC	NELEM	FW	XP7	XP8	XP9	XP10	XVP7	XVP8	XVP9	XVP10	XCH7	XCH8	XCH9	XCH10	XVCH7	XVCH8	XVCH9	XVCH10	KP0	KP1	KP2	KP3	KA1	KA2	KA3	SI	TOTOP	SUMI	SUMDELI	TETS2	PHIA	SHSOH	SHDNH	SHSSH	SHSNH2	SHSSNH	SHTCH	SHOTHER	SHCHNX	HMAX	GMAX	HMIN	GMIN	SSCH3	SDCH2	SSSCH2	STCH	SDSCH	SAACH	SSSSCH	SDDC	STSC	SDSSC	SAASC	SAAAC	SSSSSC	SSNH3P	SSNH2	SSSNH2P	SDNH	SSSNH	SAANH	STN	SSSSNHP	SDSN	SAAN	SSSSN	SDDSN	SAASN	SSOH	SDO	SSSO	SAAO	SSF	SDSSSP	SSSH	SDS	SSSS	SAAS	SDSSS	SDDSSS	SSCL	SSBR	SSI	IDC	IDCBAR	WP	PF	WT	KNOTP	KNOTPV	NCLASS	NUMHBD	NUMWHBD	NUMHBA	SHCSATS	SHCSATU	SHVIN	SHTVIN	SHAROM	SHHBD	SHWHBD	SHHBA	QV	NHBINT2	NHBINT3	NHBINT4	NHBINT5	NHBINT6	NHBINT7	NHBINT8	NHBINT9	NHBINT10	SHBINT2	SHBINT3	SHBINT4	SHBINT5	SHBINT6	SHBINT7	SHBINT8	SHBINT9	AZV1	AZV2	AZV3	AZV4	AZV5	ASV1	ASV2	ASV5	DSV1	DSV2	AZS1	AZS2	AZS3	AZS4	AZS5	ASZ1	ASZ2	DN2S1	DN2S2	DN2S3	DN2S4	DN2S5	DN211	DN212	DN213	DN214	AS11	AS12	AS13	AS14	AS15	DS11	DS12	ASN1	ASN2	ASN3	ASN4	ASN5	DSN1	DSN2	DN2N1	DN2N2	DN2N3	DN2N4	DN2N5	ANS1	ANS2	ANV1	ANV2	ANV3	ANV4	ANV5	AZN1	AZN2	AZN3	AZN4	AZN5	ANZ1	ANZ2	AN11	AN12	AN13	AN14	AN15	DSZ1	DSZ2	ANN1	ANN2	ANN3	ANN4	ANN5	DN2Z1	DN2Z2	EDH	ED	VOL	HOMO	HOMO1	LUMO	LUMO1	HF	DM	ACT
0	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	2	1	1	1	1	2	2	2	2	1	1	1	1	2	2	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	2	3	3	3	4	4	4	4	4	4	0
50180	7.553061095	1.992111932	5.710427017	1.549475571	1.265256033	1.516664512	1.072952542	1.386294361	1.476820388	0.693147181	4.17438727	4.290459441	1.082821603	1.313185889	1.54798795	1.587601218	1.587601218	1.587601218	1.587601218	0.337899789	0.444685821	0.566449528	0.588342066	0.588342066	0.588342066	0.588342066	1.362257783	1.1442228	0.768254653	0.676001022	0.676001022	0.676001022	0.676001022	2.437203395	2.044591264	1.870108436	1.659370281	1.460009399	1.249328506	0.751416089	0.666289726	0.134530893	0.243730185	0.069526063	0	0	0	0.084341148	1.156881197	1.474076275	1.748503961	2.406584683	2.006601996	1.784734854	1.552867561	1.352220381	1.135908073	0.678541028	0.515813165	0.087094707	0.177309015	0.044973366	0	0	0.076034686	0.952815507	1.248468044	1.504299594	2.426836055	2.109606956	1.929199878	1.721873342	1.593511762	1.352996076	0.828988404	0.563607809	0.048790164	0.158711691	0.024692613	0	0	0	0.092579181	1.028189824	1.334737874	1.560877722	2.708050201	2.708050201	2.944438979	3.135494216	3.258096538	3.295836866	2.890371758	2.564949358	2.197224577	1.609437912	0	1.261581117	1.275921304	1.212536035	1.276758474	4.158883083	3.931825633	3.931825633	4.025351691	5.74007583	3.921830752	3.916938903	3.914062923	3.912023005	3.924427748	3.918106464	3.913985079	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	4.162619843	4.128285335	4.021375941	3.975424005	4.139287653	4.030891674	3.982602617	3.932160871	4.675386216	4.437080238	4.141105685	4.194006019	4.020900729	3.912023005	3.912023005	3.912023005	3.912023005	3.947851433	3.912023005	3.988545061	3.941878851	3.947851433	4.130170095	3.925193887	3.853499425	3.912023005	3.912023005	3.989722663	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.968539436	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.945469387	3.912023005	3.912023005	3.912023005	4.130170095	4.012516094	3.912023005	3.912023005	3.853499425	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	4.114931196	3.912023005	3.912023005	5.665374231	3.963153287	4.276666119	4.454347296	6.525029658	3.906542012	3.843652083	4.110873864	3.931825633	3.951243719	4.025351691	4.016231298	3.912023005	3.912023005	3.912023005	3.912023005	3.947850854	3.941878269	4.422809348	3.933705825	3.951243719	3.912023005	3.912023005	3.931825633	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	4.279859487	3.912023005	3.912023005	4.098626216	3.912023005	3.912023005	3.912023005	3.912023005	1.369930704	0.541594955	1.97544357	4.265439657	1.257300373	0.520374092	0.044383325	0.459654006	0.345700242	0.028629244	4.167235805	5.791822704	3.407236874	1.667492835	4.067716871	1.318296798	0.514167035	1.252054432	0.383427385	1.928182074	4.483172628	1.234489594	0.057028517	0.00024697	0.645091796	8.102617641	0.279989561	0.007717146	1.136751006	6.389462131	0.275293399	0.166204031	0.002861901	1.709033442	0.923635692	2.188261193	3.771999016	1.693198378	1.26169326	0.445828117	0.59971853	0.047196514	1.479453593	5.467488277	0.599193031	3.66414791	4.714822398	1.000024711	0.217770744	1.760281702	4.704012348	0.952586788	3.085218482	3.558843147	2.880440158	2.47258969	3.016812712	2.15189545	1.86041295	0.6298138	0.053669669	1.504779151	5.437110213	0.629080015	0.916484313	0.283157351	2.586383459	2.468659036	2.646715006	2.853086903	2.584931079	0.407493716	0.023808319	7.401542571	5.838662957	5.251225759	-10.5611	-10.70054	0.661795	1.236533	-180.045028	4.631	1
50237	9.357936158	2.211894228	7.262628601	1.715598108	1.402905627	1.697998089	1.309683259	1.609437912	1.740466175	1.386294361	5.043425117	5.293304825	0.843289839	1.32601343	1.661271061	1.820184943	1.848769724	1.848769724	1.848769724	0.20538683	0.389335726	0.551007413	0.63710579	0.653366311	0.653366311	0.653366311	1.701652396	1.396492186	0.932557704	0.491030996	0.37569295	0.37569295	0.37569295	2.990970957	2.578017443	2.589266665	2.528923535	2.371737952	2.176908485	1.918538952	1.427916036	0.279145741	1.022810575	0.443402947	0	0	0.069526063	0.354171814	2.287572973	2.805237406	3.308131349	2.942226006	2.504872662	2.485489813	2.410452464	2.258215145	2.034444176	1.774782845	1.329459424	0.2569651	0.923464936	0.385262401	0	0.069526063	0.329303747	2.158483749	2.668130577	3.145272341	2.815528473	2.393978521	2.356789147	2.267268748	2.113963734	1.885705082	1.632177399	1.184789985	0.218331994	0.726098281	0.252313929	0	0	0.069526063	0.300104593	1.948763218	2.425068177	2.853534868	3.295836866	3.401197382	3.891820298	4.304065093	4.634728988	4.912654886	5.117993812	5.342334252	5.533389489	5.655991811	5.676753802	0.984696765	1.001734214	0.990655814	1.005399907	4.33073334	3.988984047	4.094344562	3.970291914	6.022151354	3.99693017	3.97660965	3.959393114	3.942596826	3.970173039	3.954285242	3.940081654	3.928937151	3.912023005	3.912023005	3.912218986	3.912332957	3.912023005	3.912023005	3.912218986	3.912240982	4.463483342	4.238765201	4.029806041	3.960546467	4.224337201	4.020475536	3.955764255	3.939929959	5.609530768	4.736929234	4.356318238	4.374630224	3.989683802	4.056431527	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	4.138876467	3.912023005	3.963704225	4.132949701	3.924631187	3.880662361	3.991107716	3.912023005	3.986829876	3.912023005	3.947507903	3.912023005	3.909084693	3.912023005	3.912023005	3.928939118	3.912023005	3.912023005	3.862620554	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	4.403366071	4.307532049	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	6.983421964	3.973400285	4.812184355	4.983606622	10.22770645	3.828782691	3.801247857	4.33073334	3.970291914	3.912023005	4.007333185	4.075059291	3.961780511	3.938227645	3.912023005	3.912023005	4.056430662	3.912023005	4.663273892	3.932853732	3.912023005	3.931825633	3.931825633	3.931825633	3.931825633	3.931825633	3.912023005	3.912023005	3.931825633	3.912023005	4.416216324	4.36354464	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	2.02032589	1.141780329	2.602137237	4.717445737	1.860243478	0.447066319	0.015872365	0.386626776	0.278576745	0.008495808	5.821160622	8.45377739	4.53812198	1.310220766	5.7763192	0.924504903	0.087146035	1.527187186	0.420548776	2.363581034	5.438477847	1.510309272	0.032591093	4.20E-05	0.656453631	10.02495163	0.216064151	0.002311327	1.250785873	8.031656075	0.212594505	0.1220362	0.000763708	1.983857524	0.941566979	2.618293386	4.781651941	1.968365418	1.475830631	0.416218417	0.621295584	0.028168516	1.745995073	6.767961506	0.621015639	4.630246559	6.040440856	1.106381364	0.172972154	2.086998168	5.857556972	1.032538011	4.388226799	5.518263339	3.836027789	2.402952192	4.377441715	1.932168304	0.864942699	0.653458398	0.03222902	1.774226155	6.725086738	0.653115499	0.590911223	0.027784413	3.217939467	3.141650791	3.256686198	3.496559106	3.217252748	0.19142004	0.001738488	8.951279446	7.358257486	5.762365799	-9.896193	-10.05178	0.234365	0.365946	-202.611897	8.107	0
50282	8.580491882	2.122979844	6.586171655	1.655366844	1.355835154	1.621564092	1.25902901	1.609437912	1.671849173	1.098612289	4.779123493	5.003946306	0.791634127	1.259880436	1.610237593	1.768661418	1.804840209	1.804840209	1.804840209	0.199670195	0.379805361	0.549854011	0.63710579	0.657520003	0.657520003	0.657520003	1.658608956	1.369910882	0.898126761	0.468126869	0.322807874	0.322807874	0.322807874	2.701696727	2.360193406	2.339591819	2.27119762	2.122381292	1.964872087	1.731124431	1.057095609	0.111541375	0.572108852	0.123102197	0	0	0.079734968	0.368109322	1.806976435	2.233556507	2.647946277	2.65914003	2.270888006	2.212769789	2.122979844	1.942188948	1.743968805	1.491104726	0.963555924	0.111541375	0.535908404	0.123102197	0	0.079734968	0.327863862	1.689726744	2.084802148	2.457621095	2.578624654	2.207504887	2.132508263	2.036011984	1.878090059	1.672412712	1.399210586	0.88211328	0.111541375	0.417393679	0.081579987	0	0	0.079734968	0.293415604	1.5499002	1.961080214	2.319147181	3.044522438	3.17805383	3.610917913	3.988984047	4.304065093	4.584967479	4.753590191	4.955827058	5.123963979	5.231108617	5.176149733	0.941958479	0.991027078	0.986189859	0.992510758	4.248495242	3.988984047	4.094344562	3.970291914	5.775749585	3.981159067	3.964488313	3.951120634	3.936428748	3.955743196	3.942829573	3.931839358	3.923051962	3.912023005	3.912023005	3.912300967	3.91241093	3.912023005	3.912023005	3.912300967	3.912222985	4.331004356	4.153374187	4.002777369	3.950489588	4.140731842	3.99481332	3.946310416	3.937710245	5.314249769	4.506270201	4.111918073	4.376047294	3.965992117	4.006705716	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	4.113406719	3.912023005	3.961595721	4.100533703	3.922482118	3.910255444	3.957329012	3.912023005	4.040743344	3.912023005	3.912023005	4.024553158	3.951216795	3.912023005	3.912023005	3.912023005	3.974650326	3.912023005	3.915263749	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	4.24920499	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	6.416727381	3.969499147	4.634728988	4.804021045	9.628326761	3.888543507	3.890827969	4.248495242	3.951243719	3.912023005	3.951243719	4.022694771	3.941276324	3.912023005	3.912023005	3.985628051	4.006706443	3.912023005	4.249204562	3.937688608	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.931825633	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	1.840876088	0.973511166	2.401087898	4.449404566	1.745501546	0.504358557	0.025303158	0.45861022	0.315595104	0.0121736	5.155885597	7.369463697	4.081334463	1.399175048	5.120963411	0.991927192	0.136896973	1.397928175	0.39401986	2.171174422	5.094367274	1.383595472	0.041509438	0.000089996	0.652602231	9.285970066	0.243930008	0.00391931	1.206470981	7.41132241	0.240623483	0.139454939	0.001301153	1.875656432	0.94429065	2.439932906	4.427007756	1.862658345	1.38452655	0.419137875	0.613919974	0.035341082	1.632518104	6.291997846	0.613613593	4.194437755	5.418979121	1.111132253	0.209563762	1.984562706	5.38293979	1.063146065	3.881736546	4.749739727	3.458357059	2.406809694	3.873979231	1.884039153	0.949617959	0.640858654	0.039599488	1.6558145	6.255181032	0.640483474	0.645803969	0.044739113	2.942447735	2.842438193	2.993228091	3.295287901	2.94169601	0.232806316	0.003460007	8.397492568	6.721991806	5.525452939	-8.932116	-9.562165	0.379226	0.503956	-87.541631	1.648	0
50293	8.496199151	2.106570209	6.520621128	1.63471572	1.345993064	1.609837833	1.203572724	1.386294361	1.345472367	1.098612289	4.59511985	4.727387819	0.904218151	1.216098984	1.385043579	1.45395301	1.45395301	1.45395301	1.45395301	0.266969031	0.401457087	0.484276289	0.519983562	0.519983562	0.519983562	0.519983562	1.467182865	1.233725763	1.03425153	0.927032828	0.927032828	0.927032828	0.927032828	2.710979241	2.290107572	2.295761868	1.96529252	1.806483865	1.626688266	1.199362192	1.215802556	0.253866724	0.32570014	0.091667189	0	0	0	0.154436353	1.436987475	1.860663448	2.228723244	2.617103819	2.080565909	2.03077637	1.544792719	1.311031877	1.037091432	0.66423317	1.086539707	0.253866724	0.235072122	0.069526063	0	0	0.054488185	1.114813668	1.406587064	1.605630674	2.664864304	2.121422864	2.118662255	1.587805612	1.358152055	1.08180517	0.704087121	1.248468044	0.351360849	0.282166892	0.099845335	0	0	0	0.054488185	1.216987741	1.536006634	1.744842549	2.995732274	3.044522438	3.401197382	3.555348062	3.80666249	3.970291914	3.891820298	4.043051268	3.713572067	3.218875825	3.218875825	1.110870186	1.245306668	1.222303761	1.244154594	4.234106505	3.951243719	3.951243719	3.970291914	6.002627014	3.950312516	3.929652685	3.918603308	3.917032437	3.929442403	3.917448262	3.913547842	3.91317634	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	4.193319232	4.180369342	4.028658717	3.988728458	4.178717879	4.02739781	3.987740681	3.92897648	5.010854603	4.562320721	4.123783778	4.294065261	4.005844805	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	4.125145311	3.912023005	3.938818771	4.027362168	3.93496775	3.882456183	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	4.166648169	3.90434561	3.912023005	3.912023005	3.912023005	3.971151921	3.912023005	3.882456183	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	4.383277103	3.912023005	3.912023005	6.323889318	3.969706837	4.430816799	4.682131227	7.760467029	3.877725513	3.896135464	4.060443011	3.912023005	3.912023005	4.007333185	3.912023005	3.934967945	3.912023005	3.912023005	4.106212525	3.912023005	3.912023005	4.383277477	3.934487381	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	1.694318437	0.918308295	2.248877413	4.561944847	1.374932054	0.463632124	0.023463565	0.406543193	0.292541248	0.012793809	4.911189298	6.952762864	3.931535748	1.361688095	4.860630031	1.180657298	0.279298529	1.414335507	0.427353141	2.157461513	4.901169683	1.397588591	0.043065237	0.000101995	0.649297691	9.055793646	0.237757052	0.003926282	1.177948285	7.247532883	0.233819164	0.136533258	0.001354083	1.808227458	0.883869188	2.37931583	4.315827202	1.792577135	1.329611569	0.398327026	0.60765356	0.036194986	1.606410535	6.113453295	0.607254814	4.185131939	5.456825923	1.051762092	0.196414286	1.917092598	5.256552323	0.984611591	3.63967994	4.382727264	3.301961332	2.395715171	3.579485008	2.217140924	1.781315958	0.642887037	0.042017759	1.636772495	6.066264233	0.642351131	0.76364432	0.128360673	2.897971088	2.802854132	2.946518815	3.162733784	2.896903215	0.326658525	0.01106555	7.391520038	6.582357494	5.438079309	-9.641342	-9.74261	-0.526415	-0.208327	20.104492	1.128	0
50328	8.521444143	2.126205846	6.523562306	1.666196246	1.327605365	1.625704885	1.182033897	2.079441542	1.671849173	1.791759469	4.795790546	5.023880521	0.669878554	0.940397807	1.218467251	1.543084412	1.707471653	1.77070606	1.781372376	0.17479329	0.271552691	0.389335726	0.551583616	0.643431588	0.680568398	0.687129108	1.61859585	1.490429126	1.285921387	0.841998127	0.395414772	0.117783036	0.060153923	2.646458445	2.390229603	2.315303865	2.264259979	2.21255097	2.15013297	1.903747971	0.770571078	0	0.316998127	0	0	0	0	0.268499253	1.493578026	2.039400492	2.584978204	2.459503368	2.029594569	1.786579409	1.575467393	1.374727725	1.178039422	0.867940471	0.416075287	0	0.104360015	0	0	0	0.087094707	0.812262662	1.092258815	1.378010142	2.478888578	2.075684493	1.864700094	1.681014111	1.50162996	1.319085611	1.00759289	0.471876874	0	0.131905071	0	0	0	0	0.106160196	0.922272804	1.244442737	1.571943708	3.044522438	3.218875825	3.610917913	4.025351691	4.430816799	4.812184355	4.983606622	5.236441963	5.459585514	5.669880923	5.669880923	0.911077165	1.172791687	1.172791687	1.172791687	4.248495242	4.007333185	4.276666119	3.951243719	5.71146952	4.002452202	3.985528082	3.971412041	3.951908882	3.935925062	3.928248655	3.922947119	3.918074657	3.912023005	3.912023005	3.912023005	3.913190324	3.912023005	3.912023005	3.912023005	3.912238982	4.331004356	4.135721603	4.002777369	3.947791613	4.097987917	3.979429286	3.936594635	3.937710245	5.592222411	4.469732177	3.961053903	4.810933248	3.947031011	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	4.18352539	3.912023005	3.939332678	3.957170352	3.93597388	3.938039619	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	4.337455433	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	4.107930192	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	6.367105985	3.966549069	4.65396035	4.804021045	10.43951298	3.87312624	3.885882295	4.248495242	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	4.18352539	3.912023005	3.912023005	3.912023005	3.935601241	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	1.894249268	0.980223194	2.448500153	4.444704653	1.876191147	0.53997036	0.028254068	0.516232779	0.335079839	0.012094565	5.105769658	7.263123893	4.057450296	1.44425709	5.074843167	1.011173184	0.145622129	1.359209352	0.358800384	2.149146576	5.171014258	1.347839095	0.041877757	9.20E-05	0.654792972	9.322338506	0.255781879	0.004344549	1.225758758	7.407628807	0.252904275	0.145833905	0.001402017	1.921239018	1.008602968	2.464985451	4.423356156	1.910311394	1.420716561	0.445546989	0.618070124	0.035958668	1.636192982	6.328303479	0.617861515	4.125785137	5.266022589	1.142144527	0.212545995	2.014899954	5.411053546	1.128831391	3.888579972	4.755498326	3.462784458	2.420658575	3.885136563	1.850021459	0.890885536	0.638335071	0.039148595	1.653755805	6.293818846	0.638197737	0.663731758	0.049286232	2.93738887	2.831438888	2.990810682	3.332590507	2.937112946	0.228412048	0.003289583	7.768072307	6.637441501	5.333201768	-7.644926	-8.891482	-1.369542	-0.400543	100.500269	0.049	1
50442	6.333167721	1.848769724	4.663439094	1.45067662	1.129141494	1.397481551	0.63180355	1.609437912	1.463718258	1.386294361	3.970291914	4.127134385	1.038862284	1.328930044	1.444327392	1.514467675	1.547562509	1.547562509	1.547562509	0.401457087	0.560187053	0.628608659	0.671923544	0.693147181	0.693147181	0.693147181	1.055704788	0.653886467	0.379805361	0.143234168	0	0	0	2.076311649	1.771046428	1.660701206	1.54393893	1.408300441	1.091587674	0.772882149	0.430482871	0	0.151862349	0	0	0	0.111541375	0.198030851	0.891998039	1.207167695	1.372195437	1.93253539	1.480695037	1.245018774	1.015955055	0.794800834	0.496523839	0.274596833	0.242161557	0	0.056380333	0	0	0.042101176	0.064850972	0.469378434	0.587786665	0.609765572	1.914714293	1.41049905	1.152784768	0.907451783	0.652845884	0.370873663	0.182321557	0.227932068	0	0.044016885	0	0	0	0.028587457	0.041141943	0.416075287	0.479334957	0.467500499	2.397895273	2.48490665	2.772588722	3.044522438	3.258096538	3.218875825	3.044522438	2.833213344	2.708050201	1.386294361	0	1.108232532	1.373715579	1.331574149	1.38228634	4.094344562	3.951243719	3.970291914	3.988984047	5.309123767	3.924504783	3.919481124	3.913465964	3.912023005	3.913601759	3.912756736	3.912172994	3.912023005	3.912023005	3.912023005	3.912504889	3.912023005	3.912023005	3.912023005	3.912061005	3.912023005	4.094344562	4.037671913	3.961955374	3.93417581	4.019892172	3.950524229	3.927792018	3.931825633	4.778215266	4.300304246	3.995033674	4.147592711	3.934130817	3.912023005	3.912023005	3.942569669	3.912023005	3.947536857	3.912023005	3.967090568	3.912023005	3.947536857	3.990725123	3.939284024	3.924490957	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.970376816	3.912023005	3.912023005	3.912023005	3.912023005	3.924490957	3.940338316	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.967936311	3.912023005	3.912023005	3.912023005	4.12204079	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.990725123	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	4.925839642	3.950300967	4.248495242	4.382026635	6.609349243	3.899666983	3.903700469	4.094344562	3.951243719	3.912023005	3.970291914	3.912023005	3.912023005	3.912023005	3.912023005	3.967089811	3.977033853	3.912023005	4.1676006	3.930509669	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	3.912023005	1.244497187	0.541144525	1.761798591	3.851077276	1.142108145	0.687607364	0.108365496	0.642176992	0.467674669	0.060572856	3.165447158	4.013597415	2.770291711	1.809105651	3.139021726	1.424202434	0.74076952	1.004034541	0.26653019	1.638417906	4.223912373	0.996989225	0.079464387	0.000684766	0.646752395	7.186546819	0.362215865	0.019144568	1.126749045	5.515175933	0.360100171	0.223119551	0.006934898	1.679912406	1.075984194	2.027526475	3.248177041	1.674237525	1.252676108	0.528229494	0.602715233	0.066226783	1.354688362	4.890748921	0.602504491	2.912515597	3.491317054	1.021919852	0.294137938	1.642758369	4.116515706	0.991151421	2.477669021	2.588844204	2.432871501	2.395159534	2.45650426	1.973347563	1.77755016	0.600016025	0.065646345	1.352208482	4.922845185	0.599161723	1.002950881	0.360305246	2.221535112	2.052188658	2.308859667	2.683709488	2.219846755	0.474772241	0.044323059	5.702848706	4.819474789	4.677490848	-9.058375	-10.197601	-0.734079	-0.168197	95.530403	4.588	1
