CAS,ACT,IDW,MIDW,W,ID,HV,HD,IC_BAR,MAX_IC,I_ORB,MAX_ORB,M1,M2,IC0,IC1,IC2,IC3,IC4,IC5,IC6,SIC0,SIC1,SIC2,SIC3,SIC4,SIC5,SIC6,CIC0,CIC1,CIC2,CIC3,CIC4,CIC5,CIC6,S0,S1,S2,S3,S4,S5,S6,SC3,SC4,SC5,SC6,SCY3,SCY4,SCY5,SCY6,SPC4,SPC5,SPC6,B0,B1,B2,B3,B4,B5,B6,BC3,BC4,BC5,BC6,BCY4,BCY5,BCY6,BPC4,BPC5,BPC6,V0,V1,V2,V3,V4,V5,V6,VC3,VC4,VC5,VC6,VCY3,VCY4,VCY5,VCY6,VPC4,VPC5,VPC6,K0,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,J,JB,JX,JY,NVX,NRINGS,NCIRC,NELEM,FW,XP7,XP8,XP9,XP10,XVP7,XVP8,XVP9,XVP10,XCH7,XCH8,XCH9,XCH10,XVCH7,XVCH8,XVCH9,XVCH10,KP0,KP1,KP2,KP3,KA1,KA2,KA3,SI,TOTOP,SUMI,SUMDELI,TETS2,PHIA,SHSOH,SHDNH,SHSSH,SHSNH2,SHSSNH,SHTCH,SHOTHER,SHCHNX,HMAX,GMAX,HMIN,GMIN,SSCH3,SDCH2,SSSCH2,STCH,SDSCH,SAACH,SSSSCH,SDDC,STSC,SDSSC,SAASC,SAAAC,SSSSSC,SSNH3P,SSNH2,SSSNH2P,SDNH,SSSNH,SAANH,STN,SSSSNHP,SDSN,SAAN,SSSSN,SDDSN,SAASN,SSOH,SDO,SSSO,SAAO,SSF,SDSSSP,SSSH,SDS,SSSS,SAAS,SDSSS,SDDSSS,SSCL,SSBR,SSI,IDC,IDCBAR,WP,PF,WT,KNOTP,KNOTPV,NCLASS,NUMHBD,NUMWHBD,NUMHBA,SHCSATS,SHCSATU,SHVIN,SHTVIN,SHAROM,SHHBD,SHWHBD,SHHBA,QV,NHBINT2,NHBINT3,NHBINT4,NHBINT5,NHBINT6,NHBINT7,NHBINT8,NHBINT9,NHBINT10,SHBINT2,SHBINT3,SHBINT4,SHBINT5,SHBINT6,SHBINT7,SHBINT8,SHBINT9,AZV1,AZV2,AZV3,AZV4,AZV5,ASV1,ASV2,ASV5,DSV1,DSV2,AZS1,AZS2,AZS3,AZS4,AZS5,ASZ1,ASZ2,DN2S1,DN2S2,DN2S3,DN2S4,DN2S5,DN211,DN212,DN213,DN214,AS11,AS12,AS13,AS14,AS15,DS11,DS12,ASN1,ASN2,ASN3,ASN4,ASN5,DSN1,DSN2,DN2N1,DN2N2,DN2N3,DN2N4,DN2N5,ANS1,ANS2,ANV1,ANV2,ANV3,ANV4,ANV5,AZN1,AZN2,AZN3,AZN4,AZN5,ANZ1,ANZ2,AN11,AN12,AN13,AN14,AN15,DSZ1,DSZ2,ANN1,ANN2,ANN3,ANN4,ANN5,DN2Z1,DN2Z2,EDH,ED,VOL_BASAK,HOMO,HOMO1,LUMO,LUMO1,HF,DM,apol,a_heavy,a_hyd,a_IC,a_ICM,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_single,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,logPow,logS,mr,PEOE_VSA_HYD,PEOE_VSA_POS,Q_VSA_HYD,Q_VSA_POS,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ASA,ASA_H,dens,E,E_ang,E_ele,E_nb,E_sol,E_stb,E_str,E_strain,E_tor,E_vdw,MNDO_dipole,npr1,npr2,PM3_dipole,pmi,pmi1,pmi2,pmi3,rgyr,std_dim1,std_dim2,vol_mircea,VSA,vsurf_A,vsurf_CP,vsurf_CW1,vsurf_CW2,vsurf_CW3,vsurf_CW4,vsurf_D1,vsurf_D2,vsurf_D3,vsurf_D4,vsurf_D5,vsurf_D6,vsurf_D7,vsurf_D8,vsurf_DW23,vsurf_EDmin1,vsurf_EDmin2,vsurf_EDmin3,vsurf_EWmin1,vsurf_EWmin2,vsurf_EWmin3,vsurf_G,vsurf_HB1,vsurf_HB2,vsurf_HB3,vsurf_HL2,vsurf_ID1,vsurf_ID2,vsurf_ID3,vsurf_ID4,vsurf_ID5,vsurf_ID6,vsurf_ID7,vsurf_IW1,vsurf_IW2,vsurf_IW3,vsurf_R,vsurf_S,vsurf_V,vsurf_W1,vsurf_W2,vsurf_W3,vsurf_Wp1,vsurf_Wp2,pmiX,pmiY
64197,0,3.158233703,1.253619744,2.302585093,1.026758185,0.84500953,0.929009504,0.593879179,0.693147181,1.098612289,0.693147181,2.564949358,2.302585093,0.916290732,1.225538582,1.225538582,1.225538582,1.225538582,1.225538582,1.225538582,0.405465108,0.588897159,0.588897159,0.588897159,0.588897159,0.588897159,0.588897159,0.916290732,0.46624658,0.46624658,0.46624658,0.46624658,0.46624658,0.46624658,1.521043762,1.005033942,1.005033942,0,0,0,0,0.455524308,0,0,0,0,0,0,0,0,0,0,1.436749805,0.856116009,0.791634127,0,0,0,0,0.303063175,0,0,0,0,0,0,0,0,0,1.21045177,0.656483196,0.418052224,0,0,0,0,0.087094707,0,0,0,0,0,0,0,0,0,0,1.609437912,1.386294361,1.386294361,0,0,0,0,0,0,0,0,1.201168877,1.335790229,1.272565596,1.355577389,3.988984047,3.912023005,3.912023005,3.970291914,4.700952981,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.959063068,3.988984047,3.938339664,3.977398676,3.982108613,3.932025613,3.970442846,3.923993077,4.248679939,4.199705128,3.981756323,3.958918996,3.930192928,3.960733166,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.924087931,3.912023005,3.960733166,4.077537444,3.924087931,3.895216565,3.933457634,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.895216565,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,4.050335202,4.077537444,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,4.025351691,3.931825633,3.912023005,4.025351691,4.077537444,3.912023005,3.912023005,3.988984047,3.931825633,3.912023005,3.951243719,3.912023005,3.924088721,3.912023005,3.912023005,3.912023005,3.960733738,3.912023005,4.195948079,3.92565763,3.931825633,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,4.283069187,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,0.522695102,0.207925136,0.915404339,2.848277137,0.383697912,0.693147181,0.693147181,0,0.693147181,0.693147181,1.156599396,0.878517834,1.350126105,2.312306388,1.056289864,1.734601114,1.929264374,0.626292379,0.179948744,1.049185322,2.842337242,0.614924524,0.178634769,0.009547279,0.63348316,4.103534373,0.510825824,0.105360416,0.968121222,2.944438979,0.510825824,0.405465108,0.0800424,1.299283075,1.021651328,1.450673338,1.704748092,1.299283075,1.098612289,0.847297718,0.577923741,0.142791262,1.018242083,2.765594507,0.577266522,1.545924572,1.821873457,0.653926507,0.403490493,0.979866665,2.63905733,0.427186808,1.068307021,0.658584721,1.323734415,2.031490944,1.061841798,1.87770197,2.384628567,0.570544989,0.153304608,1.000081361,3.157709106,0.531443801,1.466336992,1.483286535,1.405342537,1.294970426,1.48998005,1.891478854,1.336459739,0.859837199,0.391516274,4.14472077,2.404238747,3.906004933,-11.627306,-12.37769,0.968261,2.33932,-102.98381,1.888,7791172,4,1,12,42856,25914834,-21126781,-0.34313339,0.32402351,22029383,-21788414,-0.29387939,0.31123307,21805754,-19099463,-0.17495027,0.43853068,24089134,53308282,6,35773504,23554618,42856,15773503,17320508,0.92773092,0.5,0.57735026,0.94611794,2,0,-0.70765167,-0.37115502,0.032638159,14933616,-0.87237728,-0.31304502,0.015972581,1461992,-0.46941051,-0.17854132,0.13331607,16920401,4,13333334,0,2997,0.86699998,0,0.64959973,-0.079000004,0.40626001,13916161,42975372,44116947,71250793,71250793,0.090899996,0,77454643,23862217,25385227,0,0,0,0,0,33326015,13309799,23862217,0,25385227,0,0,0,77454643,33326015,37299999,0.95443398,25849626,1,35032582,71250793,59210377,0,0,0,0,29408449,14708499,27133842,60051998,9,0,12,19085666,19085666,10326267,52385197,31679964,0,0,-70763021,-24205594,51637756,52371708,0,0,0.32399228,0.45116499,0.54883498,0.31950742,98378304,44384846,53993454,98378304,13251899,0.91855866,0.91853172,54.25,74363907,36007161,0.08209952,33843105,25213664,17173141,10295446,119625,74125,64625,56.5,45.75,20375,5625,0,0.70710677,-1475757,-14714912,-14573243,-64191208,-62811351,-62648273,11195664,297375,310.75,177875,0.19911504,12129081,15433675,17172499,18260771,18671619,0.2324169,0.62148434,0.83422917,11345167,13559107,10350713,17003661,176,479.75,315.25,177875,182375,42859,44384846,53993454
75092,1,1.945910149,0.916290732,1.609437912,0.916290732,0.859931998,0.662172376,0.651282977,0,0.651282977,0,1.945910149,1.609437912,0.925052238,0.925052238,0.925052238,0.925052238,0.925052238,0.925052238,0.925052238,0.503801009,0.503801009,0.503801009,0.503801009,0.503801009,0.503801009,0.503801009,0.587786665,0.587786665,0.587786665,0.587786665,0.587786665,0.587786665,0.587786665,1.310222924,0.881285123,0.534737444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.310222924,0.881285123,0.534737444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380024748,0.957048724,0.646579545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.386294361,1.098612289,0.693147181,0,0,0,0,0,0,0,0,0.968123881,0.968123881,0.870456196,0.963555924,3.970291914,3.912023005,3.912023005,3.970291914,4.904778359,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.92847296,3.970291914,3.951243719,3.951243719,3.981175864,3.962335819,3.962335819,3.917535782,3.99447929,4.089704146,3.937799128,3.925205138,3.971777602,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.924609463,3.924609463,4.003031218,3.924609463,3.915903467,3.912023005,3.912023005,3.915903467,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,4.08644343,3.912023005,3.912023005,3.965658555,3.930216496,3.912023005,3.951243719,3.988984047,3.912023005,3.912023005,3.951243719,3.912023005,3.951243719,3.951243719,3.924609463,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.937039468,4.086443094,3.934462545,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,0.336472237,0.100388174,0.675840785,2.927328693,0.21511138,0.693147181,0.693147181,0,0.693147181,0.693147181,0.470003629,0.121863588,0.845503394,2.346516999,0.456433216,2.397895273,4.744932128,0.519039001,0.148471728,0.884380988,2.370243742,0.510617602,0.229310099,0.021969885,0.630723754,3.172334129,0.559615788,0.171850257,0.916290732,2.197224577,0.559615788,0.485507816,0.15860503,1.178654996,0.988611394,1.280399258,1.299283075,1.178654996,1.056052674,0.934867117,0.572783568,0.182250721,0.925219155,2.154205727,0.572103209,1.098612289,1.098612289,0.619039285,0.312872366,0.921022718,2.079441542,0.518981276,0.559615788,0.221141549,0.894215661,2.163093574,0.500176321,2.448539043,4.487259591,0.538996667,0.168622316,0.894866462,2.388716458,0.518981276,2.014903021,3.248434627,1.145132259,0.975714068,1.254559639,1.458575952,1.112167994,1.47266126,1.740833476,2.988204007,1.860974538,3.933784497,-11.390134,-11.918983,0.595872,1.234813,-25.848424,1.503,74535861,3,2,76096406,15219281,16329932,-19664046,-0.080189936,0.031815909,20389657,-19363434,0.21342711,0.59109378,2151062,-17037416,0.18530171,0.50503504,23255365,30264139,4,27071068,29748936,0.70710677,0.70710677,14142135,16035675,0,0,12888234,2,0,-0.63670385,-0.2391941,-0.12718825,11862774,-0.72162139,0.046968967,0.42463565,14357145,-0.41495353,0.027798871,0.34753221,1509257,3,2,0,82913504,10642047,0,29412313,130436,-0.82660002,16295868,79594803,20430908,79594803,79594803,14215,0,0,0,19498468,0,0,0,0,0,78297287,16573,0,0,0,0,0,0,19498468,78297287,0,0.99107605,2,0.91829586,42857,79594803,64335419,0,0,0,0,59163895,20430908,0,84932999,4,0,6,18644801,18644801,15284239,50268257,20557632,0,0,-32999105,-66735115,54886005,50268257,0,0,0.081835203,0.046063736,0.95393628,23243091,12542437,57775149,11964685,12542437,12298982,1060629,0.35355338,54.25,75543465,0.071542948,0,29654481,12191241,0,0,355.25,175.75,140875,139375,131375,115,33625,3875,63245554,-16776022,-16646209,-16602668,-0.82960218,-0.81662089,-0.81226677,10803564,65375,35625,0,0,0.029228089,0.027573967,0.071542948,0.068903401,0.07434088,0.11935814,0.29401278,0.030051457,0.046941962,0,11039642,17380547,191875,344.25,60.75,0,278875,25125,11964685,57775149
60355,0,3.158233703,1.253619744,2.302585093,1.026758185,0.84500953,0.929009504,0.593879179,0.693147181,1.098612289,0.693147181,2.564949358,2.302585093,0.97757396,1.229348111,1.229348111,1.229348111,1.229348111,1.229348111,1.229348111,0.420682074,0.567016903,0.567016903,0.567016903,0.567016903,0.567016903,0.567016903,0.921079249,0.560187053,0.560187053,0.560187053,0.560187053,0.560187053,0.560187053,1.521043762,1.005033942,1.005033942,0,0,0,0,0.455524308,0,0,0,0,0,0,0,0,0,0,1.436749805,0.856116009,0.791634127,0,0,0,0,0.303063175,0,0,0,0,0,0,0,0,0,1.248754947,0.689641041,0.476855104,0,0,0,0,0.111541375,0,0,0,0,0,0,0,0,0,0,1.609437912,1.386294361,1.386294361,0,0,0,0,0,0,0,0,1.201168877,1.335790229,1.286197745,1.350667184,3.988984047,3.912023005,3.912023005,3.988984047,4.691971541,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.959063068,3.988984047,3.938339664,3.977398676,3.982108613,3.932025613,3.970442846,3.923993077,4.214020472,4.169245922,3.972386134,3.941386837,3.930192928,3.912023005,3.912023005,3.912023005,3.941500251,3.912023005,3.912023005,3.92299064,3.912023005,3.941500251,4.081296472,3.92299064,3.905334688,3.937799908,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.905334688,3.912023005,3.912023005,3.912023005,3.912023005,3.99769048,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,4.081296472,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,4.025351691,3.931825633,3.912023005,4.025351691,4.077537444,3.912023005,3.912023005,3.988984047,3.931825633,3.912023005,3.951243719,3.912023005,3.922990443,3.912023005,3.912023005,3.912023005,3.941500834,3.912023005,4.154097275,3.929594911,3.931825633,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,4.155673407,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,0.527793059,0.20784878,0.922570572,2.827068503,0.394936543,0.693147181,0.693147181,0,0.693147181,0.693147181,1.1807095,0.925813645,1.359947562,2.335077936,1.063456503,1.704748092,1.845300236,0.626292379,0.179948744,1.049185322,2.842337242,0.614924524,0.178634769,0.009547279,0.63348316,4.103534373,0.510825824,0.105360416,0.968121222,2.944438979,0.510825824,0.405465108,0.0800424,1.299283075,1.021651328,1.450673338,1.704748092,1.299283075,1.098612289,0.847297718,0.577923741,0.142791262,1.018242083,2.765594507,0.577266522,1.545924572,1.821873457,0.653926507,0.403490493,0.979866665,2.63905733,0.427186808,1.087859349,0.687742099,1.334509894,2.022416854,1.08078465,1.841769841,2.279313395,0.570544989,0.153304608,1.000081361,3.157709106,0.531443801,1.446918983,1.455055673,1.405342537,1.294970426,1.48998005,1.891478854,1.336459739,0.839607076,0.366846933,4.427119496,2.409644165,3.994524227,-10.542116,-10.840075,1.513397,2.431039,-50.690805,3.756,87559652,4,1,14919684,16577427,25914834,-22025192,-0.18126895,0.27150834,22228899,-25004091,-0.12967549,0.27840707,21719277,-19480163,-0.061111975,0.29824367,24695678,57640352,7,35773504,24855986,42856,15773503,17320508,0.99279928,0.5,0.57735026,0.8716538,2,0,-0.82296968,-0.25672248,0.029749345,15563843,-13702093,-0.1825088,0.027699215,14852927,-0.46815515,-0.12625381,0.05248772,17835518,4,13333334,0,25105753,0.65805298,0,0.41302288,-0.81300002,0.12354,15447072,4715094,42357979,73667389,73667389,-0.50840002,32897186,52587838,23862217,0,0,0,0,0,0,33326015,148684,23862217,0,0,0,32897186,0,52587838,33326015,43.09,0.95443398,25849626,1,35032582,73667389,61983322,13566921,0,0,17742489,29408449,12949531,3130941,59068001,9,0,12,19462288,19462288,0.96049774,47588894,25613744,0,0,-97330027,-55488539,50576374,47480537,0,0,31274524,0.45860809,0.54139191,23731976,94038536,43126835,50911701,94038536,13192998,0.91855866,0.91853172,56.25,76805191,35064132,0.070010513,34974337,26582046,18227893,1127932,127875,76.5,64.5,56.5,44375,22,9875,0,0.70710677,-15620286,-15529008,-15431453,-70174999,-68770294,-67739348,11221974,311875,336.25,196375,0.2721239,11550313,145623,16694701,17703027,18199068,0.4130325,0.45518926,0.88700718,11762066,13958144,10370264,1718857,178.25,523125,350125,196375,211.25,13875,43530315,50508224
563417,0,4.069864011,1.434369984,2.944438979,1.149305403,1.005033942,1.066777565,0.678541028,1.098612289,1.200567011,0.693147181,2.833213344,2.708050201,0.987680728,1.150888433,1.366601728,1.366601728,1.366601728,1.366601728,1.366601728,0.41012092,0.501381165,0.631271777,0.631271777,0.631271777,0.631271777,0.631271777,0.969262617,0.770571078,0.336472237,0.336472237,0.336472237,0.336472237,0.336472237,1.664683387,1.184789985,1.030333448,0.59663628,0,0,0,0.342170258,0,0,0,0,0,0,0,0.342170258,0,0,1.592088274,1.069526708,0.837680331,0.472500509,0,0,0,0.223143551,0,0,0,0,0,0,0.223143551,0,0,1.270602887,0.708528283,0.41144718,0.132781111,0,0,0,0.057325067,0,0,0,0,0,0,0,0.033434776,0,0,1.791759469,1.609437912,1.609437912,1.098612289,0,0,0,0,0,0,0,1.264126727,1.347293624,1.274803985,1.368384941,4.007333185,3.912023005,3.912023005,3.988984047,4.828873581,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.979586322,4.007333185,3.956039891,3.988984047,3.999117712,3.948001931,3.980615797,3.925906187,4.333484552,4.236519099,3.987997634,3.976502775,3.944815409,3.912023005,3.912023005,3.912023005,3.973202767,3.94596829,3.912023005,3.912023005,3.912023005,3.94596829,4.083522885,3.942734541,3.897567019,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.897567019,3.912023005,3.912023005,3.912023005,3.912023005,4.075219505,3.912023005,3.912023005,3.944813473,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,4.083522885,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,4.177750838,3.942008901,3.951243719,4.060443011,4.219507705,3.912023005,3.911524881,4.007333185,3.970291914,3.912023005,3.988984047,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,4.005165383,3.912023005,4.246840445,3.926110115,3.951243719,3.951243719,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,4.191908715,4.168007733,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,3.912023005,0.647292753,0.231844786,1.099305382,3.085399608,0.536369971,0.674960297,0.299156736,0.498433761,0.57596484,0.323617829,1.658925548,1.622533589,1.710025054,1.995448197,1.596966466,1.608098215,1.448407052,0.745344866,0.228300631,1.205513816,3.082784404,0.732255387,0.14471747,0.004855194,0.632311662,4.837252864,0.45338823,0.064533209,0.989850068,3.539266123,0.451029758,0.328023071,0.037669511,1.352783337,0.980773877,1.564610616,2.039703205,1.347979897,1.078785701,0.67278987,0.575807422,0.114832019,1.089273484,3.259037634,0.574999704,1.915638111,2.225519906,0.751201443,0.314890299,1.175992069,2.873082546,0.644449462,1.365892399,0.998317808,1.572337526,2.085774446,1.363882583,1.873989168,2.050914487,0.574414882,0.117997235,1.084773979,3.422798554,0.564103987,1.288848553,0.953752206,1.585238453,1.41852435,1.682678151,1.936006556,1.566397208,0.735333684,0.213617522,4.765586907,3.033028058,4.091005661,-10.178257,-10.533887,1.343689,2.049751,-8.425086,5.4,91959648,5,0,16854753,16854753,26693285,-22530944,-0.47740084,0.4679147,21156762,-27421577,-0.27964118,0.65097606,17342387,-19185901,-0.28763193,0.56145716,24251459,44440351,8,42844572,25629489,0.5,0.57735026,22700555,10314745,0,0,10790596,3,0,-0.85537714,-0.45420319,0.12078799,15409732,-14448748,-0.40135247,0.23888722,1329844,-0.47215009,-0.21109872,0.16388755,17920184,5,45689,4,3076416,1169616,1553664,0.71964508,-1939,0.20376,16002743,48644482,38921497,79651947,79651947,-14716001,83560081,48299561,0,0,0,0,0,0,0,23862217,169065,23862217,0,17888229,0,65671852,0,48299561,0,81139999,0.90438145,3,15219281,41971598,79651947,64900032,13566921,0,0,27163528,0,17440542,62211403,75070999,18,2,16,205086,205086,12340264,58345837,33968453,0.14567871,0.58227563,-96469326,-51074929,59474209,55838001,1.78E-08,0.4365969,0.36440226,0.29561654,0.70438349,10323203,17453127,5159433,12293694,17453127,15786704,13247253,0.82158381,56.75,84616875,11319891,0.014717507,38704603,34284239,29100585,20402501,70.25,37375,26875,42875,14125,42864,5625,1375,62849026,-17056522,-16517819,-16495655,-71628914,-71519575,-70361362,11320819,483125,543.5,377.5,21463416,11365895,10981987,11271651,12128372,13246597,15334891,14863629,0.25238469,0.23280105,0.27544633,10601166,18441367,195.5,772,581.75,377.5,288875,38.25,12290314,51628136
